Order,LotArea,Alley,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemod,Foundation,BsmtFin,BsmtUnf,AC,GrLivArea,HalfBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PorchSF,YrSold,SalePrice
1711,11999,no,Inside,8,5,2003,2004,PConc,0,1181,Y,2374,1,2,4,Ex,10,1,Fin,3,656,104,100,2007,285000
1712,12568,no,Inside,8,5,2007,2007,PConc,669,226,Y,1818,1,3,3,Ex,8,1,Fin,3,774,196,104,2007,281500
1713,9926,no,Inside,7,5,2005,2006,PConc,1178,436,Y,1614,0,3,3,Gd,7,0,RFn,3,878,100,38,2007,245700
1714,9254,no,Inside,8,5,2005,2005,PConc,119,1602,Y,1721,0,3,3,Gd,7,0,RFn,2,554,168,27,2007,232698
1715,10732,no,Corner,8,5,2006,2007,PConc,0,1298,Y,1828,1,2,3,Gd,7,0,RFn,3,876,0,40,2007,250000
1728,15810,no,Inside,6,5,2007,2007,CBlock,0,768,Y,1496,0,3,3,Gd,7,0,Unf,2,572,100,0,2007,181755
1729,10237,no,Inside,6,5,2005,2006,PConc,0,768,Y,1536,1,2,3,Gd,6,1,Fin,2,400,100,38,2007,176000
1730,10237,no,Inside,6,5,2005,2007,PConc,0,783,Y,1484,1,2,3,Gd,8,1,Fin,2,393,0,72,2007,178900
1731,13204,no,Inside,7,5,2006,2007,PConc,0,608,Y,1458,0,2,3,Gd,6,0,Fin,2,454,100,33,2007,168165
1732,8857,no,Inside,6,5,2006,2006,PConc,0,738,Y,1495,1,2,3,Gd,7,1,RFn,2,440,100,30,2007,171925
1733,9729,no,Inside,6,5,2006,2007,PConc,0,698,Y,1746,1,3,3,Gd,6,1,Unf,3,350,0,34,2007,198444
1734,12216,no,Corner,6,5,2005,2005,PConc,918,408,Y,1326,0,3,3,Gd,6,0,Fin,2,388,120,23,2007,203000
1735,9018,no,Inside,7,5,2007,2007,PConc,0,728,Y,1456,1,2,3,Gd,8,1,Fin,2,400,100,24,2007,179540
1736,8993,no,Inside,7,5,2007,2007,PConc,0,1302,Y,1302,0,2,3,Gd,6,0,Fin,2,436,0,22,2007,176485
1737,8899,no,Inside,7,5,2007,2007,PConc,24,1316,Y,1340,0,2,3,Gd,6,0,Fin,2,396,100,30,2007,181134
1738,8499,no,Inside,6,5,2006,2007,PConc,0,616,Y,1412,1,2,3,Gd,6,1,Fin,2,432,0,36,2007,156932
1739,8229,no,Inside,6,5,2007,2007,PConc,0,752,Y,1504,1,2,3,Gd,6,0,Fin,2,440,100,32,2007,166000
1740,7713,no,Inside,7,5,2007,2007,PConc,0,728,Y,1456,1,2,3,Gd,7,0,Fin,2,400,100,24,2007,177594
1741,7697,no,Inside,7,6,2007,2007,PConc,0,1246,Y,1258,0,2,3,Gd,6,0,RFn,2,462,0,0,2007,173500
1745,3710,no,Inside,7,5,2007,2007,PConc,0,1266,Y,1266,0,2,2,Gd,6,1,Fin,2,388,100,16,2007,185485
1746,14572,no,Corner,7,5,2004,2004,PConc,1300,230,Y,1530,0,3,3,Gd,7,1,Fin,3,630,144,36,2007,259000
1747,16219,no,Inside,7,5,2004,2005,PConc,779,56,Y,1119,0,3,2,Gd,5,0,Fin,2,437,100,24,2007,188500
1748,11084,no,Corner,7,5,2004,2004,PConc,192,192,Y,1374,1,3,3,Gd,8,1,Fin,2,400,100,0,2007,175000
1749,11796,no,Inside,7,5,2004,2005,PConc,0,847,Y,1959,1,2,4,Gd,8,1,Fin,2,434,100,48,2007,215000
1750,10936,no,Inside,7,5,2006,2006,PConc,0,1510,Y,1525,1,2,3,Gd,6,1,RFn,2,534,100,18,2007,206580
1751,8244,no,Inside,7,5,2004,2004,PConc,0,840,Y,1720,1,2,3,Gd,7,1,Fin,2,440,100,48,2007,183500
1752,11950,no,Corner,7,5,2003,2003,PConc,0,384,Y,1394,1,2,3,Gd,7,1,Fin,2,400,100,0,2007,165500
1753,7875,no,Inside,7,5,2003,2003,PConc,0,847,Y,1948,1,2,4,Gd,8,1,Fin,2,434,0,48,2007,211000
1754,8063,no,Inside,6,5,2000,2000,PConc,0,924,Y,1690,1,2,3,TA,7,1,RFn,2,463,100,48,2007,181000
1755,8740,no,Inside,7,5,2002,2002,PConc,574,280,Y,1995,1,2,4,Gd,8,1,Fin,2,435,264,48,2007,219500
1756,7917,no,Inside,6,5,1999,2000,PConc,0,953,Y,1647,1,2,3,TA,7,1,RFn,2,460,0,40,2007,175000
1757,9967,no,Inside,7,5,2000,2000,PConc,0,384,Y,1430,1,2,3,TA,8,1,RFn,2,400,100,0,2007,170000
1758,7750,no,Inside,7,5,2003,2003,PConc,0,660,Y,1320,1,2,3,Gd,6,0,Fin,2,400,0,48,2007,162000
1759,9487,no,Inside,6,5,2000,2000,PConc,520,395,Y,1690,1,3,3,TA,7,1,RFn,2,442,0,50,2007,187000
1760,9649,no,Inside,6,5,1999,2000,PConc,0,941,Y,1644,1,2,3,TA,7,1,RFn,2,460,460,42,2007,185000
1761,15623,no,Corner,10,5,1996,1996,PConc,2096,300,Y,4476,1,4,4,Ex,10,2,Fin,3,813,171,78,2007,745000
1762,12191,no,Inside,8,5,1997,1998,PConc,1181,598,Y,2551,1,3,4,Gd,8,2,Fin,3,925,76,61,2007,384500
1763,11000,no,FR2,8,5,2000,2000,PConc,0,969,Y,2285,1,2,4,Gd,8,1,Fin,3,648,0,56,2007,248000
1764,11400,no,Inside,10,5,2001,2002,PConc,1282,1351,Y,2633,1,3,2,Ex,8,2,RFn,3,804,314,140,2007,466500
1765,10557,no,Inside,9,5,1998,1998,PConc,672,736,Y,3078,1,3,4,Gd,9,1,Fin,3,806,108,87,2007,410000
1766,11002,no,Inside,8,5,1998,1999,PConc,1048,341,Y,2582,1,3,4,Gd,9,1,Fin,3,758,286,60,2007,322500
1767,10790,no,Inside,7,5,1998,1998,PConc,0,1066,Y,2385,1,2,4,Gd,8,1,Fin,3,600,120,38,2007,252000
1768,21535,no,Corner,10,6,1994,1995,PConc,1455,989,Y,4316,2,3,4,Ex,10,2,Fin,3,832,382,50,2007,755000
1769,9920,no,CulDSac,7,5,1996,1997,PConc,862,255,Y,2013,1,3,3,TA,8,1,Unf,2,455,180,130,2007,269790
1770,11787,no,Inside,7,5,1996,1997,PConc,719,660,Y,2398,1,3,3,Gd,8,1,Fin,3,834,239,60,2007,315750
1771,9950,no,Inside,7,5,1995,1995,PConc,565,638,Y,2520,1,2,4,Gd,9,1,RFn,3,721,224,114,2007,290000
1772,12257,no,Inside,8,5,1995,1995,PConc,120,1198,Y,2531,1,2,4,Gd,9,1,RFn,3,752,222,98,2007,290000
1773,12692,no,Inside,8,5,1992,1993,PConc,1231,1969,Y,3228,0,4,4,Gd,10,1,RFn,2,546,264,366,2007,430000
1774,11762,no,Inside,8,5,1992,1993,PConc,335,770,Y,2202,1,3,4,Gd,9,1,RFn,2,517,0,209,2007,263000
1775,9044,no,Inside,8,5,1996,1997,PConc,1225,100,Y,2538,1,2,4,Gd,8,1,RFn,3,933,198,92,2007,330000
1776,9910,no,Inside,7,6,2007,2007,PConc,0,1369,Y,1369,0,2,3,Gd,5,0,Unf,2,605,0,203,2007,213133
1777,11830,no,Inside,8,5,2007,2007,PConc,1220,322,Y,1542,0,3,3,Gd,6,1,Unf,3,852,168,110,2007,260261
1778,11670,no,Corner,9,5,2006,2006,PConc,0,1905,Y,1905,0,2,3,Ex,8,1,Fin,3,788,0,191,2007,320000
1779,15256,no,CulDSac,8,5,2007,2007,PConc,929,556,Y,1464,0,3,3,Gd,6,0,Unf,3,754,168,160,2007,282922
1780,10612,no,Inside,8,5,2006,2006,PConc,28,1496,Y,1534,0,2,3,Gd,7,1,Fin,2,484,168,46,2007,215000
1781,12291,no,Inside,10,5,2007,2007,PConc,1572,394,Y,1966,0,3,1,Ex,6,1,Fin,3,1092,76,52,2007,419005
1782,13501,no,Corner,8,5,2006,2006,PConc,63,1560,Y,1636,0,3,3,Gd,8,1,RFn,3,865,0,60,2007,255000
1783,9986,no,Inside,8,5,2006,2007,PConc,0,1795,Y,1795,0,2,2,Gd,7,1,RFn,3,895,0,49,2007,147000
1784,9965,no,FR2,7,5,2007,2007,PConc,0,1528,Y,1528,2,3,3,Gd,6,1,Unf,2,480,0,228,2007,235876
1785,9416,no,Inside,7,5,2007,2007,PConc,1126,600,Y,1726,0,3,3,Ex,8,1,Fin,3,786,171,404,2007,311872
1786,9849,no,Inside,7,6,2007,2007,PConc,0,1689,Y,1689,0,2,3,Gd,7,0,RFn,3,954,0,56,2007,248328
1787,10000,no,Inside,8,5,2006,2006,PConc,0,1588,Y,1588,0,2,3,Gd,7,1,RFn,3,825,144,45,2007,227000
1788,8847,no,Inside,8,5,2005,2005,PConc,769,769,Y,1538,0,3,3,Gd,7,0,RFn,2,484,146,40,2007,260000
1789,9158,no,Inside,8,5,2007,2007,PConc,0,1496,Y,1496,0,2,3,Gd,7,0,Fin,2,474,168,130,2007,225000
1790,8251,no,Inside,7,5,2005,2006,PConc,778,716,Y,1506,0,3,3,Gd,7,1,RFn,2,672,192,35,2007,249000
1791,10084,no,Inside,8,5,2004,2005,PConc,1369,317,Y,1694,0,3,3,Gd,7,1,RFn,2,636,255,57,2007,307000
1792,9605,no,Inside,7,5,2006,2006,PConc,0,982,Y,1977,1,2,3,Gd,7,0,RFn,3,574,240,53,2007,250000
1793,8778,no,Inside,8,5,2006,2006,PConc,0,1302,Y,1830,1,2,3,Gd,7,0,RFn,3,859,0,40,2007,221300
1794,8640,no,Inside,8,5,2007,2007,PConc,24,1314,Y,1338,0,2,3,Gd,6,0,RFn,2,598,0,141,2007,208900
1795,9000,no,Inside,7,5,2006,2007,PConc,0,1335,Y,1335,0,2,3,Gd,6,0,RFn,2,575,0,210,2007,210400
1796,8640,no,Inside,8,5,2007,2007,PConc,350,546,Y,1792,1,2,3,Gd,8,0,Fin,2,590,184,96,2007,255000
1797,10411,no,Corner,5,5,2007,2007,CBlock,0,725,Y,1588,0,3,3,Gd,8,0,Unf,2,561,0,0,2007,212109
1798,9000,no,Inside,8,5,2006,2006,PConc,0,1088,Y,1959,1,2,3,Gd,8,1,RFn,3,1025,208,46,2007,270000
1799,9000,no,Inside,8,5,2007,2007,PConc,64,1120,Y,2610,1,2,4,Ex,11,1,Fin,2,550,208,364,2007,303477
1800,12217,no,Inside,8,5,2007,2007,PConc,745,210,Y,1880,1,3,3,Ex,8,1,Fin,3,880,168,127,2007,310013
1801,11096,no,Inside,8,5,2006,2006,PConc,24,1632,Y,1656,0,2,3,Gd,7,0,RFn,3,826,0,146,2007,249700
1802,10207,no,Inside,7,6,2007,2007,PConc,0,874,Y,1761,0,3,3,Gd,7,0,Fin,2,578,144,105,2007,227875
1803,10440,no,Corner,8,5,2007,2007,PConc,0,1574,Y,1584,0,2,2,Ex,6,1,Fin,2,594,0,256,2007,261329
1804,11824,no,Corner,8,5,2006,2006,PConc,0,1685,Y,1685,0,2,2,Gd,5,1,Fin,3,658,112,63,2007,253000
1805,10625,no,Inside,6,5,2004,2004,PConc,0,1158,Y,2443,1,2,4,Gd,9,1,RFn,3,744,193,127,2007,265000
1806,11143,no,Corner,8,5,2004,2005,PConc,0,1580,Y,2466,0,3,4,Gd,8,1,RFn,2,610,159,214,2007,340000
1807,7500,no,Inside,6,5,2006,2007,PConc,0,1100,Y,1100,1,1,3,TA,6,0,NA,0,0,0,136,2007,146000
1808,7500,no,Inside,7,5,2006,2006,PConc,0,1143,Y,1143,1,1,3,Gd,5,0,NA,0,0,0,55,2007,147000
1809,12450,no,Inside,5,5,2003,2004,PConc,729,365,Y,1094,0,2,3,Gd,6,0,Unf,2,576,0,0,2007,149000
1810,7441,no,Inside,7,5,2006,2006,PConc,0,1461,Y,1486,0,2,3,Gd,7,0,RFn,2,566,0,32,2007,181000
1811,8462,no,Inside,6,5,1994,1994,PConc,814,114,Y,1721,2,2,3,Gd,7,0,RFn,2,471,300,87,2007,201000
1812,11613,no,Corner,6,5,1993,1997,PConc,480,384,Y,1820,1,2,3,Gd,7,0,RFn,2,492,144,85,2007,191750
1813,8450,no,Inside,7,5,2000,2001,PConc,0,1349,Y,1349,0,2,3,TA,6,0,Unf,2,539,120,55,2007,179000
1814,16196,no,Inside,7,5,1998,1998,PConc,1443,39,Y,1494,0,3,3,Gd,5,1,RFn,2,514,402,25,2007,215000
1817,9180,no,CulDSac,5,7,1983,1983,CBlock,840,0,Y,884,0,2,2,Gd,5,0,RFn,2,504,240,0,2007,144000
1819,6285,no,Inside,5,5,1977,1977,CBlock,489,405,Y,894,0,2,2,TA,5,0,Unf,1,308,192,0,2007,120750
1820,8480,no,Corner,5,6,1963,1963,CBlock,630,340,Y,970,0,2,2,TA,5,0,Unf,2,624,0,216,2007,132500
1821,7420,no,Inside,5,5,1962,1962,CBlock,417,640,Y,1057,0,1,3,TA,6,0,Fin,2,576,0,0,2007,132000
1822,7758,no,Corner,5,7,1962,2001,CBlock,588,411,Y,999,0,2,3,Gd,6,0,Unf,1,264,0,132,2007,132500
1823,6970,no,Corner,4,5,1961,1961,CBlock,932,108,Y,1120,1,2,3,Fa,5,0,RFn,2,544,168,0,2007,129000
1824,13673,no,CulDSac,5,5,1962,1962,CBlock,0,1140,Y,1696,1,1,3,TA,8,1,RFn,1,349,0,30,2007,143900
1825,7476,no,Corner,5,7,1968,1968,CBlock,812,228,Y,1040,1,2,3,TA,5,0,Fin,2,686,188,0,2007,145000
1826,9945,no,Inside,5,5,1961,1961,CBlock,827,161,Y,988,0,2,3,TA,5,0,Unf,2,572,0,0,2007,128500
1827,6173,no,Inside,5,6,1967,1967,CBlock,599,277,Y,902,0,1,3,TA,6,0,Unf,1,288,0,0,2007,125500
1828,19522,no,Inside,7,5,1990,1990,PConc,727,496,Y,2503,1,3,3,Gd,7,1,RFn,2,564,0,281,2007,300000
1829,17542,no,Inside,7,7,1974,2003,CBlock,1156,36,Y,2167,1,3,3,Gd,9,2,RFn,2,518,220,47,2007,294000
1830,10751,no,CulDSac,5,5,1974,1974,CBlock,787,250,Y,1037,0,2,2,TA,5,0,RFn,2,431,136,47,2007,129000
1831,16647,no,CulDSac,5,5,1975,1981,CBlock,1390,0,Y,1701,0,3,3,TA,6,2,Fin,2,611,0,0,2007,171000
1832,12712,no,CulDSac,6,7,1973,2006,CBlock,968,76,Y,1055,0,2,2,Gd,5,1,RFn,2,542,455,0,2007,147000
1833,9572,no,Inside,8,5,1990,1990,PConc,482,971,Y,2810,1,2,4,Gd,9,1,RFn,2,750,500,0,2007,302000
1834,10678,no,Inside,8,5,1992,2000,PConc,700,983,Y,2872,1,2,4,Gd,9,1,Fin,2,541,0,33,2007,285000
1850,7399,yes,Inside,7,5,1997,1998,PConc,649,326,Y,1950,1,2,3,Gd,7,1,RFn,2,576,0,208,2007,239000
1851,7321,yes,Inside,7,5,1999,2000,PConc,0,1339,Y,1358,0,2,3,Gd,5,0,Unf,2,625,176,174,2007,204000
1852,8010,yes,Inside,8,5,2003,2004,PConc,964,90,Y,2048,1,3,3,Gd,8,2,Unf,2,552,0,228,2007,301000
1853,8413,no,Inside,8,5,1998,1998,PConc,901,319,Y,2362,1,3,3,Gd,8,2,RFn,2,1105,147,180,2007,312500
1855,12000,no,Inside,7,6,1980,1980,CBlock,1732,270,Y,2362,1,3,3,Gd,8,1,RFn,2,546,180,16,2007,255000
1856,16157,no,FR2,5,7,1978,1978,PConc,1071,289,Y,1432,1,2,2,Gd,5,1,Unf,2,588,168,180,2007,194000
1857,10768,no,Corner,5,8,1976,2004,CBlock,1157,280,Y,1437,0,3,3,Gd,6,1,RFn,2,528,0,201,2007,218000
1859,9600,no,FR2,6,7,1976,1994,CBlock,0,528,Y,1855,1,2,3,TA,7,1,RFn,2,512,113,100,2007,187000
1860,9600,no,FR2,6,8,1976,1976,CBlock,978,284,Y,1262,1,2,3,TA,6,1,RFn,2,460,298,0,2007,181500
1861,17778,no,Inside,8,5,1981,1981,CBlock,2461,0,Y,2497,0,3,2,Gd,7,2,RFn,2,676,266,0,2007,373000
1863,7050,no,Inside,7,5,2001,2001,PConc,738,319,Y,1929,1,3,3,Gd,7,1,Fin,2,650,0,235,2007,226000
1864,11700,no,Inside,6,6,1968,1968,CBlock,0,912,Y,1152,1,2,3,TA,7,0,RFn,2,412,0,126,2007,143450
1865,8000,no,Inside,6,6,1970,1970,CBlock,915,93,Y,2411,1,3,4,TA,8,1,RFn,2,570,0,192,2007,240050
1866,8723,no,Inside,6,6,1969,1969,PConc,973,0,Y,1082,0,2,3,TA,6,0,Unf,2,480,160,0,2007,162500
1867,11700,no,Corner,6,5,1968,1968,PConc,910,385,Y,1295,1,2,3,TA,6,0,Fin,2,528,0,394,2007,164000
1868,11358,no,Corner,7,7,1972,1987,CBlock,346,778,Y,1610,0,2,3,Gd,8,1,RFn,2,515,202,256,2007,185000
1869,9547,no,Inside,7,6,1993,1993,PConc,0,1594,Y,1594,0,2,2,Gd,6,1,RFn,2,472,190,80,2007,188500
1870,10530,no,Inside,7,6,1993,1993,PConc,819,329,Y,2075,1,3,3,Gd,8,1,Unf,2,473,235,86,2007,255000
1872,10738,no,Corner,6,7,1966,1966,CBlock,792,301,Y,1093,0,3,3,TA,6,1,RFn,2,484,224,0,2007,158500
1873,9600,no,Inside,7,6,1973,1973,CBlock,916,326,Y,1242,1,1,3,TA,6,1,Unf,2,528,0,0,2007,175500
1874,10800,no,Inside,6,5,1963,1963,CBlock,881,171,Y,1052,0,2,3,TA,6,0,Fin,1,311,0,133,2007,127000
1875,8050,no,Inside,5,6,1967,1993,CBlock,512,437,Y,1107,0,2,3,Gd,5,0,RFn,1,308,88,64,2007,127000
1876,10355,no,Corner,5,5,1967,1967,CBlock,695,519,Y,1214,0,2,3,TA,5,1,RFn,1,318,0,111,2007,143000
1877,10289,no,Inside,5,7,1965,1965,CBlock,836,237,Y,1073,1,2,3,TA,6,0,RFn,2,515,0,0,2007,156000
1878,9503,no,Inside,5,5,1958,1983,CBlock,831,193,Y,1344,0,2,2,TA,6,1,Unf,1,484,316,28,2007,144000
1881,12342,no,Inside,5,5,1960,1978,CBlock,0,978,Y,1422,0,1,3,TA,6,1,RFn,1,286,0,36,2007,139900
1882,12772,no,CulDSac,6,8,1960,1998,CBlock,498,460,Y,958,0,1,2,TA,5,0,RFn,1,301,0,0,2007,151500
1883,8892,no,Inside,5,5,1960,1960,CBlock,0,1065,Y,1065,1,1,3,TA,6,0,Unf,2,461,74,0,2007,126500
1884,10482,no,Inside,6,8,1958,1958,CBlock,507,81,Y,1138,1,1,3,TA,6,0,RFn,1,264,224,0,2007,145000
1885,7535,no,Inside,5,7,1958,1985,CBlock,390,522,Y,912,1,1,2,TA,5,0,Fin,1,297,12,285,2007,120000
1886,7450,no,Inside,5,5,1956,1956,CBlock,644,250,Y,1074,0,1,2,Gd,6,1,Unf,2,396,0,72,2007,124000
1887,8339,no,Inside,5,7,1959,1959,Slab,0,0,Y,882,0,1,3,TA,5,0,RFn,1,294,0,0,2007,106500
1888,14357,no,CulDSac,5,5,1961,1961,CBlock,478,386,Y,1187,0,2,2,TA,6,1,RFn,2,440,128,0,2007,140500
1889,8243,no,CulDSac,5,7,1961,1961,CBlock,700,264,Y,964,0,1,3,TA,5,1,Fin,2,784,170,0,2007,137500
1890,8680,no,Inside,5,7,1960,1960,CBlock,0,894,Y,894,0,1,3,TA,5,0,Unf,1,312,0,0,2007,117600
1891,8800,no,Inside,7,6,1966,1966,CBlock,654,520,Y,1200,1,2,3,TA,6,1,RFn,2,440,0,0,2007,163500
1892,9200,no,Inside,6,5,1965,1965,CBlock,494,548,Y,1042,0,2,3,TA,5,0,RFn,2,440,192,0,2007,161000
1893,9350,no,Inside,6,7,1964,1991,CBlock,850,452,Y,1302,1,2,3,Gd,7,0,RFn,1,309,333,0,2007,158000
1894,8800,no,Inside,6,7,1964,1997,CBlock,414,431,Y,2154,1,2,5,TA,8,1,RFn,2,539,0,161,2007,224500
1895,11382,no,Inside,6,5,1964,1964,CBlock,597,533,Y,1374,1,1,3,TA,7,1,RFn,1,286,0,112,2007,147000
1896,22002,no,Corner,6,7,1959,1991,CBlock,1386,206,Y,1652,1,2,3,Gd,6,1,RFn,2,510,0,201,2007,200000
1897,14585,no,CulDSac,6,6,1960,1987,CBlock,813,331,Y,1429,1,1,3,Gd,7,2,Unf,2,572,216,110,2007,181900
1898,7388,no,Corner,5,6,1959,2002,CBlock,405,658,Y,1327,0,2,3,Gd,7,0,Unf,2,624,0,0,2007,150750
1900,8280,no,Inside,6,5,1950,1950,CBlock,0,932,Y,932,0,1,2,Gd,4,1,Unf,1,306,0,214,2007,124000
1901,12172,no,Inside,5,7,1940,1996,PConc,389,433,Y,908,0,1,2,TA,4,0,Unf,2,512,284,216,2007,138500
1902,5000,no,Inside,1,3,1946,1950,Slab,0,0,N,334,0,1,1,Fa,2,0,NA,0,0,0,0,2007,39300
1903,5000,no,Inside,3,3,1946,1950,CBlock,299,367,N,666,1,1,2,Gd,4,0,NA,0,0,0,52,2007,64500
1904,3500,no,Inside,3,5,1945,1950,CBlock,144,226,N,670,0,2,2,Fa,4,0,NA,0,0,0,21,2007,64000
1905,5175,no,Inside,5,8,1958,2000,CBlock,554,254,Y,808,0,1,2,TA,5,0,Unf,1,308,143,0,2007,112000
1906,9500,no,Corner,6,6,1964,1978,CBlock,442,374,Y,1977,2,1,4,TA,9,1,RFn,2,540,0,52,2007,165000
1907,9600,no,Inside,5,6,1955,1955,CBlock,368,710,Y,1150,0,2,2,TA,6,0,Fin,1,288,0,175,2007,144000
1909,9492,no,Inside,5,5,1941,1950,CBlock,409,359,Y,1376,0,2,3,TA,6,1,Unf,1,240,0,0,2007,105000
1910,9480,no,Inside,5,7,1942,1995,CBlock,386,342,Y,1644,1,1,3,Gd,7,2,Unf,1,312,168,0,2007,146500
1912,10050,no,Inside,5,6,1966,1966,CBlock,602,191,Y,1280,1,2,3,TA,6,1,Fin,2,432,140,40,2007,175000
1913,9600,no,Inside,6,5,1961,1961,CBlock,600,618,Y,1254,0,2,3,TA,6,1,RFn,2,525,0,168,2007,158500
1914,10150,no,Inside,5,5,1958,1958,CBlock,456,456,Y,912,0,1,2,TA,5,0,RFn,1,275,0,0,2007,114500
1915,11344,no,Inside,5,5,1958,1958,CBlock,460,414,Y,1524,1,1,3,TA,7,0,Unf,1,315,0,0,2007,144000
1916,18450,no,Inside,6,5,1965,1979,CBlock,910,111,Y,2380,1,2,3,TA,7,1,Unf,2,596,0,265,2007,129000
1917,8760,no,Inside,6,7,1957,1999,CBlock,873,63,Y,936,0,2,2,Gd,4,0,RFn,1,315,0,219,2007,141000
1918,6860,no,Inside,5,6,1956,1956,CBlock,908,100,Y,1008,0,2,3,Fa,6,0,Unf,1,308,0,0,2007,131000
1919,8250,no,Corner,5,7,1963,1963,CBlock,288,765,Y,1053,0,2,3,Gd,6,0,RFn,2,692,240,109,2007,142100
1920,8176,no,Inside,5,6,1958,1992,CBlock,846,210,Y,1056,0,2,3,TA,6,0,RFn,1,308,0,0,2007,139000
1921,9750,no,Inside,6,6,1958,1958,CBlock,608,834,Y,1442,1,1,4,TA,7,0,RFn,1,301,0,275,2007,157900
1922,9250,no,Corner,5,7,1954,2005,CBlock,948,108,Y,1056,1,1,3,TA,6,0,Unf,1,260,390,0,2007,139400
1923,11988,no,Corner,6,6,1957,1957,CBlock,777,467,Y,1244,1,1,3,TA,6,2,Unf,1,336,0,40,2007,150000
1924,9100,no,Inside,5,5,1960,1960,CBlock,0,1144,Y,1144,0,1,3,TA,6,1,RFn,1,336,0,0,2007,120000
1925,9736,no,Inside,6,6,1957,1969,CBlock,806,525,Y,1721,0,1,4,TA,8,3,Unf,2,464,0,0,2007,174850
1926,9770,no,Inside,5,5,1957,1957,CBlock,512,410,Y,922,0,2,2,TA,5,0,Unf,1,308,0,34,2007,116000
1927,10152,no,Inside,5,5,1956,1956,CBlock,586,462,Y,1048,0,2,3,TA,6,0,Unf,1,286,0,212,2007,135000
1928,12155,no,Inside,6,3,1970,1970,CBlock,1237,420,Y,1657,1,2,3,TA,7,1,Unf,2,484,0,147,2007,163500
1929,12198,no,Inside,5,6,1955,1975,CBlock,780,424,Y,1411,0,1,3,TA,7,1,RFn,1,310,278,82,2007,130000
1930,10050,no,Inside,5,5,1955,1955,CBlock,288,928,Y,1216,0,2,3,TA,5,0,RFn,1,336,0,0,2007,129500
1931,11556,no,Inside,5,9,1953,2006,CBlock,408,456,Y,1154,1,1,3,Ex,6,0,Unf,1,336,63,0,2007,142000
1933,10950,no,Inside,6,6,1952,1952,CBlock,441,507,Y,948,0,1,2,TA,5,0,Unf,2,410,0,48,2007,125000
1934,7942,no,Inside,6,7,1953,1953,CBlock,1040,0,Y,1040,1,1,3,TA,6,0,Fin,1,293,0,0,2007,136000
1935,8923,no,Inside,5,7,1953,2006,CBlock,643,365,Y,1008,0,2,2,Gd,6,0,Unf,1,240,0,18,2007,134500
1936,8540,no,Corner,5,8,1956,2003,CBlock,805,120,Y,925,0,2,3,Gd,5,0,Unf,1,252,152,0,2007,127000
1937,7134,no,Inside,5,5,1955,1955,CBlock,384,0,Y,1360,0,1,3,TA,6,1,Unf,2,572,0,50,2007,130000
1938,7150,no,Inside,4,4,1955,1955,PConc,150,1040,Y,1540,0,2,4,Fa,7,0,Unf,1,352,0,0,2007,115000
1939,8400,no,Corner,5,5,1955,1955,CBlock,793,130,Y,925,0,2,3,TA,5,2,Unf,1,390,81,0,2007,116900
1940,13300,no,Inside,5,7,1956,2000,CBlock,377,551,Y,928,0,1,2,TA,4,0,Unf,1,252,261,156,2007,132000
1941,9532,no,Inside,4,6,1953,1953,CBlock,949,156,Y,1647,0,2,3,TA,6,1,Fin,1,280,225,0,2007,153000
1942,15783,no,Inside,5,5,1952,1952,CBlock,292,632,Y,924,0,1,2,TA,6,0,Unf,1,420,0,324,2007,112500
1943,14190,no,Inside,4,7,1890,2006,CBlock,0,925,Y,1544,0,2,3,TA,7,0,NA,0,0,231,0,2007,138000
1944,9600,no,Inside,5,7,1949,2003,CBlock,220,625,Y,893,1,1,2,Gd,4,0,Unf,2,576,0,0,2007,135000
1945,12099,no,Inside,5,6,1953,2004,CBlock,198,1018,Y,1728,0,2,3,TA,7,1,Unf,1,371,200,0,2007,156000
1946,21281,no,Inside,5,4,1935,2007,BrkTil,0,666,Y,3086,1,3,4,Gd,9,0,Unf,3,1200,0,654,2007,301600
1947,10134,no,Inside,5,6,1940,1950,CBlock,0,735,Y,1034,0,1,2,TA,5,0,Unf,1,240,0,39,2007,109000
1948,5500,no,Inside,4,6,1956,1956,CBlock,0,882,Y,882,0,1,1,TA,4,0,NA,0,0,0,0,2007,103200
1949,10284,no,Corner,4,7,1925,1993,CBlock,1096,55,Y,1281,0,3,1,TA,6,0,Unf,2,580,0,0,2007,128500
1950,10800,yes,Inside,4,6,1927,2007,BrkTil,0,656,Y,968,0,2,4,TA,5,0,Unf,1,216,0,0,2007,64500
1951,10800,yes,Inside,5,9,1895,1999,CBlock,0,736,Y,1534,1,1,3,Gd,6,0,NA,0,0,0,112,2007,148000
1952,5400,no,Corner,5,6,1920,1950,BrkTil,0,691,Y,691,0,1,2,Ex,4,0,Unf,1,216,0,114,2007,86000
1953,10090,no,Inside,7,5,1963,1999,CBlock,725,0,Y,1651,1,2,4,TA,6,2,Unf,1,276,460,211,2007,172000
1954,8700,no,Inside,5,7,1961,1961,CBlock,192,728,Y,888,1,1,3,TA,5,0,Unf,1,240,0,0,2007,120000
1955,8300,no,Inside,6,6,1968,1968,CBlock,952,0,Y,952,0,2,3,TA,5,0,Unf,1,288,0,0,2007,128500
